id,Model Predictions,Model Targets,Actual Targets,Classified Targets
02d1f3d56f,0.4324952,1,0,0
02d2088018,0.41797465,1,0,0
02d225aad3,0.4549289,1,1,1
02d22d8588,0.5499407,1,0,0
02d22f7cfb,0.4137649,1,1,1
02d24cd533,0.9999979,1,1,1
02d26658a9,0.4227739,1,0,0
02d26f412c,0.9995158,1,1,1
02d27670dd,0.60521054,1,1,1
02d2d4774c,0.4172398,1,1,1
02d2d74f4e,0.39049044,1,0,0
02d330a350,0.5159719,1,1,1
02d3337da1,0.49113798,1,0,0
02d341f9b8,0.999993,1,1,1
02d37d2902,0.390425,1,1,1
02d3988e2a,0.4752726,1,1,1
02d3a076a8,0.7354292,1,1,1
02d3fbe405,0.99999976,1,1,1
02d40401b8,0.99538004,1,1,1
02d429a0cb,0.4337145,1,1,1
02d4481879,0.47418222,1,0,0
02d46cdaf1,0.3499856,1,0,0
02d4a91a50,0.51743925,1,1,1
02d4bdd517,0.9999989,1,1,1
02d4c69d69,0.47444046,1,1,1
02d50f3b64,0.37281108,1,0,0
02d51acd39,0.41318336,1,0,0
02d527b9fc,0.5325555,1,1,1
02d52a2248,0.38872153,1,0,0
02d575fcdc,0.396681,1,0,0
02d5a2b615,0.3787502,1,0,0
02d5b4e4b7,0.5611812,1,1,1
02d5c876d8,0.9999882,1,1,1
02d5cb6f0b,0.5689225,1,1,1
02d5cc5ad0,0.5722008,1,1,1
02d5d9e588,0.8994266,1,0,0
02d5f3b4a8,0.40786606,1,0,0
02d614b82f,0.99999523,1,1,1
02d63e9c78,0.52965283,1,1,1
02d6540062,0.40181515,1,0,0
02d67a7a7a,0.5549937,1,0,0
02d67de202,0.35993385,1,1,1
02d68e81d5,0.51872313,1,0,0
02d695262e,0.44005036,1,1,1
02d696b343,0.49674663,1,0,0
02d6c1985c,0.46710405,1,1,1
02d6d77a36,0.9999994,1,1,1
02d6fdd0ab,0.63137275,1,0,0
02d707a082,0.6484653,1,1,1
02d720474e,0.53588927,1,1,1
02d7456df7,0.49559343,1,1,1
02d74f5ee0,0.54787457,1,1,1
02d760c9b1,0.34840947,1,1,1
02d778188d,0.46808517,1,0,0
02d7bedf7e,0.49606466,1,0,0
02d7c0d4d4,0.61312425,1,1,1
02d8211282,0.60210425,1,1,1
02d865d8fa,0.40291396,1,0,0
02d89271ac,0.8533218,1,1,1
02d8e3863f,0.9998357,1,1,1
02d8ea9cd1,0.37645596,1,0,0
02d8ecac30,0.3849722,1,1,1
02d904bd6f,0.39356396,1,1,1
02d904e4cf,0.53905416,1,0,0
02d90de03a,0.41032338,1,1,1
02d9129a4d,0.41244847,1,0,0
02d92120c7,0.35975805,1,1,1
02d9247229,0.80142397,1,1,1
02d92c35cf,0.4207758,1,0,0
02d9426f4a,0.49200955,1,1,1
02d95a0e10,0.36454153,1,0,0
02d9744035,0.49767008,1,1,1
02d980161b,0.7418871,1,0,0
02d9d0a205,0.59521204,1,0,0
02d9db3f0a,0.3823848,1,0,0
02da2ebd6a,0.47467273,1,1,1
02da5b3927,0.3831833,1,1,1
02da7f42f3,0.90712243,1,1,1
02da899cd1,0.3794288,1,0,0
02da93d521,0.99998105,1,1,1
02daa0fd36,0.43046746,1,1,1
02daa9b8a6,0.9997413,1,1,1
02dac2f9fc,0.53783315,1,0,0
02dae2a914,0.5622199,1,0,0
02db1a1dee,0.46996042,1,0,0
02db1d0831,0.38719743,1,0,0
02db7bae04,0.3768858,1,0,0
02dba3f76d,0.99999917,1,1,1
02dbcd5a78,0.5331815,1,0,0
02dc40834d,0.5350757,1,0,0
02dc5889a6,0.38307905,1,0,0
02dc662ba7,0.52321076,1,1,1
02dc7fe3f2,0.51406765,1,1,1
02dc971258,0.54192,1,0,0
02dc9adc11,0.5984166,1,0,0
02dc9e3af2,0.5753907,1,1,1
02dcd08a78,0.36014158,1,0,0
02dd10cef1,0.5673299,1,0,0
02dd39f1ce,0.41381073,1,1,1
02dd6033af,0.3718261,1,0,0
02ddbbfc4e,0.84657675,1,1,1
02ddd8c421,0.37853354,1,1,1
02dddbfb86,0.38158894,1,0,0
02dde636b6,0.7132778,1,0,0
02de123945,0.5284006,1,0,0
02de3a77eb,0.44233304,1,1,1
02de412c4d,0.5418818,1,1,1
02de521c5d,0.3971734,1,1,1
02de542b60,0.73330754,1,1,1
02de7a4823,0.3776689,1,0,0
02deb693b2,0.4818593,1,0,0
02debecb62,0.568062,1,0,0
02df00cf01,0.3667595,1,0,0
02df1b2de6,0.31813586,1,0,0
02df289afb,0.5008282,1,1,1
02df312527,0.93998504,1,0,0
02df552471,0.49713987,1,0,0
02df62c072,0.41003937,1,1,1
02df9e4c03,0.3842767,1,1,1
02dfb85500,0.48429868,1,0,0
02dfbf5b9a,0.75148535,1,1,1
02dfc4e7c6,0.5311162,1,0,0
02dfce3e6c,0.99999815,1,1,1
02dfeaddd8,0.47735524,1,0,0
02e03456b9,0.35994747,1,1,1
02e0836595,0.5688007,1,1,1
02e0852620,0.39128125,1,0,0
02e08b9b37,0.38184115,1,1,1
02e0c0d73d,0.58767056,1,0,0
02e0e35d87,0.38537323,1,1,1
02e0f01a60,0.52173144,1,0,0
02e0fe7798,0.46132407,1,1,1
02e16fbcd7,0.55772704,1,1,1
02e1a7fc20,0.58426183,1,0,0
02e1bba4b0,0.61219543,1,1,1
02e1be1d0b,0.37780726,1,0,0
02e1f60c3c,0.40371794,1,0,0
02e2302fcf,0.62422675,1,1,1
02e24f4566,0.40679735,1,0,0
02e2752342,0.5615411,1,0,0
02e29812eb,0.4107964,1,0,0
02e2be9f1d,0.40734506,1,0,0
02e2cb82a4,0.5577469,1,0,0
02e2d52cc1,0.5375099,1,1,1
02e2dcbd09,0.36933368,1,0,0
02e2dd1ffe,0.54877424,1,1,1
02e2ef55d1,0.72336507,1,0,0
02e32850e8,0.4994997,1,0,0
02e3307280,0.5567989,1,0,0
02e336b3be,0.54208577,1,0,0
02e38ab881,0.39109138,1,0,0
02e3e5211f,0.4424547,1,1,1
02e40c8f7b,0.72899187,1,1,1
02e4139cc4,0.3856442,1,0,0
02e445ec35,0.4759214,1,1,1
02e49fbe3e,0.98680186,1,1,1
02e4d678d4,0.4290548,1,1,1
02e4dc91a8,0.329688,1,1,1
02e4e2eac2,0.6287273,1,1,1
02e4edadd6,0.39656922,1,0,0
02e51e6607,0.3642608,1,0,0
02e5394442,0.43141523,1,0,0
02e563afac,0.67160934,1,1,1
02e56f984a,0.39329535,1,0,0
02e5742fc6,0.37162575,1,0,0
02e57f7fcf,0.33452716,1,0,0
02e5927992,0.39707452,1,1,1
02e5a250e1,0.9999853,1,1,1
02e5a4e736,0.6188237,1,1,1
02e5b8a62f,0.99999255,1,1,1
02e5ccceef,0.7281109,1,1,1
02e5e3e7a7,0.51124686,1,1,1
02e5f4925e,0.5875637,1,0,0
02e5fc91db,0.9999988,1,1,1
02e60860b4,0.82841164,1,1,1
02e616c6c8,0.4210388,1,0,0
02e625cd37,0.39620322,1,0,0
02e669c6b8,0.3731119,1,1,1
02e687d772,0.33462417,1,0,0
02e6ae4cb4,0.3881914,1,0,0
02e71320f2,0.4662258,1,1,1
02e73a13fb,0.9999498,1,1,1
02e75719bd,0.9932678,1,1,1
02e7a7f3bd,0.9402637,1,0,0
02e7b3db11,0.37486833,1,0,0
02e7bc37bd,0.4147734,1,0,0
02e7e1bf83,0.5384693,1,0,0
02e7f1a230,1.0,1,1,1
02e80239ac,0.57923967,1,0,0
02e804bd47,0.38537523,1,1,1
02e827f318,0.37181523,1,1,1
02e82ae8e6,0.50371784,1,0,0
02e82cc856,0.4174148,1,0,0
02e83765bb,0.528714,1,0,0
02e879d5c7,0.32581553,1,0,0
02e87aad71,0.39588746,1,0,0
02e8c0cd97,0.39167058,1,0,0
02e8c384f7,0.38844377,1,0,0
02e8d9c26a,0.41253367,1,1,1
02e8dac683,0.4481855,1,0,0
02e8f61cfc,0.5435145,1,1,1
02e91b5d5e,0.63447285,1,0,0
02e923cc5c,0.9999881,1,1,1
02e929c746,0.486552,1,0,0
02e9362ed7,0.7477502,1,1,1
02e9620dc9,0.5315858,1,1,1
02e966c888,0.39122307,1,0,0
02e96f13a2,0.40312213,1,0,0
02e9740967,0.46271932,1,0,0
02e9a43607,0.6005122,1,0,0
02e9a7eac3,0.460352,1,0,0
02e9b2212e,0.35770997,1,0,0
02ea181fa0,0.52289367,1,0,0
02ea34381b,0.9848801,1,1,1
02ea938602,0.48406088,1,1,1
02ead5f719,0.60215884,1,0,0
02eaeb32da,0.9999989,1,1,1
02eaebb1af,0.45503575,1,0,0
02eb02183b,0.40898973,1,0,0
02eb0611f3,0.99999917,1,1,1
02eb244910,0.5474763,1,1,1
02eb3df39b,0.40783077,1,0,0
02eb65e0ad,0.4845697,1,1,1
02ebcf2617,0.38808516,1,0,0
02ec0eab82,0.51884234,1,0,0
02ec37c3fe,0.39194635,1,0,0
02ec5742b2,0.7859284,1,0,0
02ec727af4,0.5965502,1,0,0
02ec86d561,0.40924454,1,0,0
02ecab9529,1.0,1,1,1
02ed047ad9,0.6730955,1,0,0
02ed0c1a63,0.5442718,1,0,0
02ed108598,0.39906812,1,0,0
02ed248266,0.54339796,1,1,1
02ed53c33c,0.3723091,1,0,0
02ed6127c9,0.41509336,1,1,1
02ed77abc7,0.37348843,1,1,1
02ed91a020,0.37847558,1,0,0
02edaeae85,0.4709111,1,0,0
02ede201a4,0.41225466,1,1,1
02edf350bf,0.40613323,1,0,0
02ee576292,0.56391394,1,1,1
02ee70f365,0.50542676,1,0,0
02ee98c0bd,0.39578348,1,1,1
02eec8aa9c,0.45265326,1,1,1
02eedb55cb,0.41165823,1,0,0
02ef124a42,0.47254828,1,0,0
02ef372322,0.5315219,1,1,1
02ef5d4dc6,0.40462652,1,0,0
02ef6247f9,0.39448705,1,0,0
02ef72f1d7,0.6845489,1,1,1
02ef79da51,0.3268252,1,1,1
02ef7d88a1,0.38007498,1,0,0
02efb0ab91,0.42832065,1,0,0
02efe5de2f,0.4141457,1,0,0
02efed492d,0.5914271,1,0,0
02f0739746,0.74480873,1,1,1
02f07b7125,0.3763578,1,0,0
02f0943282,0.4555749,1,0,0
02f0cfe3a1,0.397965,1,1,1
02f0d2fe2a,0.99999225,1,1,1
02f0e45ff0,0.35684782,1,0,0
02f0f5f8cc,0.39649588,1,0,0
02f0fe341e,0.6379493,1,1,1
02f0ff88bc,0.3937361,1,0,0
02f1132cd0,0.3794119,1,0,0
02f1c97c78,0.5833782,1,0,0
02f1d15b64,0.5660438,1,0,0
02f1d6491b,0.44740957,1,1,1
02f1dc7d4a,0.8752521,1,1,1
02f21a1a18,0.5833842,1,1,1
02f245ad94,0.39350647,1,0,0
02f24aee89,0.39444447,1,0,0
02f24d4486,0.79369175,1,1,1
02f25c78f4,0.4430376,1,0,0
02f2940018,0.9999999,1,1,1
02f2a072a1,0.5466391,1,1,1
02f2bce469,0.460486,1,0,0
02f2d18c3f,0.41332972,1,0,0
02f3078aa7,0.3709631,1,1,1
02f3128612,0.57011247,1,1,1
02f3187c81,0.40453613,1,0,0
02f39eab64,0.3641693,1,0,0
02f3c13d1e,0.33296573,1,0,0
02f44e0378,0.5350557,1,0,0
02f46d5cf1,0.41431794,1,0,0
02f480f298,0.99542534,1,1,1
02f48fba7b,0.5946052,1,1,1
02f4c0b76d,0.50265056,1,1,1
02f4d4aea8,0.39779252,1,0,0
02f5022f53,0.9996769,1,1,1
02f5258a67,0.5104897,1,0,0
02f52f9c9c,0.3390633,1,0,0
02f53b7b1a,0.34832215,1,0,0
02f540d168,0.6624563,1,1,1
02f581090d,0.544716,1,1,1
02f5bdb45f,0.43774286,1,0,0
02f5df79d5,0.41279358,1,0,0
02f5f855c4,0.40794045,1,0,0
02f620641a,0.65124017,1,0,0
02f6454e4f,0.3728361,1,0,0
02f64a4b2d,0.39644176,1,0,0
02f67a6be2,0.49686685,1,0,0
02f67ec08a,0.99985695,1,1,1
02f6829006,0.9860641,1,1,1
02f6b2df0a,0.4154272,1,1,1
02f6b80e3d,0.3936983,1,0,0
02f6bf6f96,0.4672563,1,0,0
02f6ce17be,0.528027,1,1,1
02f6db8a45,0.999835,1,1,1
02f709d97c,0.9963906,1,1,1
02f718ddbc,0.76359403,1,0,0
02f7244c5f,0.5656818,1,0,0
02f73aa726,0.37493303,1,0,0
02f74a2056,0.38289115,1,1,1
02f75f9816,0.47914454,1,0,0
02f7766da3,0.53612274,1,1,1
02f791e89d,0.38615158,1,0,0
02f7954011,0.46356136,1,0,0
02f7ad7b08,0.41664594,1,1,1
02f7b2869d,0.36075675,1,0,0
02f7f2e394,0.53139436,1,1,1
02f85bc838,0.4121339,1,1,1
02f864a976,0.35855043,1,0,0
02f8791f06,0.3849522,1,0,0
02f87eb455,0.6663449,1,1,1
02f89b7ae0,0.4184038,1,0,0
02f8a4abc2,0.50608236,1,1,1
02f8b05bb4,0.9999878,1,1,1
02f8fce595,0.58570653,1,1,1
02f964e39d,0.3872207,1,0,0
02f970c3ae,0.36362606,1,1,1
02f9803f2c,0.46331972,1,0,0
02f98f1013,0.3854818,1,0,0
02f9942e36,0.4901858,1,0,0
02f9a6df9c,0.5563786,1,1,1
02f9a9142c,0.5441434,1,0,0
02f9b448f0,0.5428519,1,1,1
02f9c577cb,0.41393384,1,0,0
02f9fa6b36,0.39793843,1,1,1
02fa0d86fa,0.72789514,1,0,0
02fa132384,0.4050953,1,0,0
02fa4eeee1,0.33905873,1,0,0
02fa607581,0.47836137,1,0,0
02fa657cc3,0.37807363,1,1,1
02faa74f8d,0.6589869,1,0,0
02fac6608f,0.36167017,1,1,1
02faf64b5f,0.8816105,1,0,0
02faf9a2e6,0.99998754,1,1,1
02fafa5b07,0.3728983,1,0,0
02faff37ce,0.3200907,1,0,0
02fb14b975,0.45749903,1,0,0
02fb158f62,0.46466377,1,1,1
02fb645e35,0.5796857,1,0,0
02fb6f9b63,0.39605927,1,0,0
02fb9996de,0.3838241,1,0,0
02fbba6a80,0.39906842,1,0,0
02fbbef941,0.4986421,1,0,0
02fbd6a7f0,0.91350216,1,1,1
02fc063504,0.5379991,1,0,0
02fc0a88aa,0.6719817,1,1,1
02fc54cdd3,0.65834796,1,0,0
02fc56adfa,0.4473204,1,1,1
02fc7ee095,0.49764937,1,1,1
02fcc5044a,0.9998704,1,1,1
02fce17c17,0.41153148,1,0,0
02fce6f4e6,0.43687505,1,1,1
02fcedfab0,0.32721013,1,0,0
02fd623b24,0.47644657,1,1,1
02fd7d129a,0.37687868,1,1,1
02fd84dce5,0.70686173,1,1,1
02fd9b173c,0.37108332,1,0,0
02fda3d652,0.7659918,1,0,0
02fdb160b6,0.4099742,1,1,1
02fdd43749,0.56167364,1,1,1
02fdfae1d8,0.5399157,1,1,1
02fdff00d6,0.5063199,1,1,1
02fe59d7c0,0.99996877,1,1,1
02fe61d636,0.36319238,1,1,1
02fe6e96a4,0.36712736,1,0,0
02fef52b61,0.52279514,1,1,1
02ff17c5f6,0.3641504,1,0,0
02ff496235,0.999784,1,1,1
02ff4c9760,0.36757573,1,0,0
02ff4ca918,0.36889124,1,0,0
02ff5487c6,0.48293597,1,0,0
02ff5a656c,0.5117052,1,0,0
02ff8c87c8,0.4071915,1,0,0
02ffb04dc3,0.48334786,1,0,0
02ffc0193c,0.37469915,1,1,1
02fff12f2a,0.7637464,1,0,0
0300127967,0.6700372,1,1,1
030019c26b,0.7260091,1,0,0
030020682d,0.48219565,1,0,0
03005cae6d,0.5534709,1,0,0
03006de587,0.60672086,1,0,0
0300b77c9d,0.3700322,1,0,0
0300d514e3,0.43475425,1,1,1
0300d87e02,0.9999995,1,1,1
030108cff7,0.43044606,1,1,1
03014d9dc7,0.560115,1,1,1
030166f17d,0.4526468,1,1,1
0301832364,0.40774566,1,1,1
0301a21d44,0.4192207,1,0,0
0301b9ca37,0.5433544,1,1,1
0301fc1b51,0.9761348,1,1,1
0302189886,0.53989196,1,0,0
030221172e,0.6112192,1,1,1
030248c00a,0.72870487,1,1,1
0302680dbd,0.6417966,1,0,0
03027186e0,0.52211064,1,1,1
03027e663b,0.76358867,1,1,1
030283f8eb,0.7699094,1,1,1
030297f7da,0.40719053,1,1,1
0302d20e65,0.5699094,1,0,0
0302d7da5d,0.3697722,1,0,0
0302e2074f,0.47038147,1,1,1
030305b5bd,0.45340443,1,1,1
030335932f,0.3253916,1,0,0
03033a184f,0.42064768,1,0,0
030344bb21,0.3982314,1,0,0
03037e4b9b,0.74473476,1,0,0
0303f1c9ca,0.42402017,1,0,0
0303fd7144,0.6310276,1,0,0
03044d8e46,0.43500823,1,1,1
03045f57cb,0.99998987,1,1,1
03046680e1,0.6998419,1,1,1
030467dfcd,0.43371013,1,1,1
03046c43c9,0.5903938,1,1,1
03048d58f1,0.99369067,1,1,1
0304ce661d,0.6131008,1,1,1
0304e4e371,0.4066475,1,1,1
0304efd552,0.6160122,1,1,1
03054d8806,0.38324004,1,0,0
03055859f6,0.39509058,1,0,0
030590c7b6,0.5110303,1,0,0
030596fba3,0.3980874,1,1,1
03059bce9d,0.40233153,1,0,0
0305b43ff8,0.35148498,1,0,0
0305b82047,0.9103131,1,1,1
0305ce4f59,0.39555642,1,0,0
030630058d,0.40083116,1,1,1
0306321ce1,0.44348025,1,0,0
030664bab8,0.503694,1,1,1
03066c63cf,0.6534436,1,0,0
0306780f0a,0.41699,1,1,1
0306ecc519,0.38275272,1,0,0
0306fd83da,0.43726784,1,1,1
03071016cd,0.49863192,1,0,0
03071248bf,0.55767316,1,0,0
0307165e75,0.9999272,1,1,1
030725b3db,0.39769524,1,0,0
03073248ba,0.612481,1,1,1
0307565386,0.38086373,1,0,0
0307751049,0.5780622,1,0,0
0307bb6873,0.36627942,1,0,0
0307c6e53f,0.99970806,1,1,1
0307dca0d9,0.35670453,1,0,0
0308163ce2,0.34315544,1,0,0
030826324d,0.9374685,1,1,1
03084042c2,0.5120518,1,1,1
03084a863f,0.36028725,1,0,0
03086f4388,0.3817997,1,0,0
0308771fc1,0.39038634,1,1,1
0308899526,0.48611915,1,1,1
03088e85d8,0.42949346,1,0,0
0308d1fcf3,0.9969769,1,1,1
030939f14e,0.37708402,1,0,0
03093ef30d,0.5257832,1,1,1
030944bb66,0.4355301,1,1,1
03094bafed,0.4002509,1,1,1
030964b006,0.6886651,1,0,0
03097520cc,0.47115836,1,0,0
0309a2bbab,0.4141344,1,0,0
0309af0a17,0.4992168,1,1,1
0309fcfd81,0.59503955,1,1,1
030a13990d,0.34613752,1,1,1
030a24b90f,0.62369907,1,0,0
030a2988cd,0.41926378,1,1,1
030a2e6b1b,0.47185394,1,1,1
030a3eeb8f,0.36542854,1,1,1
030a77a30e,0.59840363,1,0,0
030a7819d5,0.47581667,1,0,0
030a8de1f9,0.39541587,1,0,0
030a8e39f4,0.7846693,1,1,1
030aa728c0,0.5236091,1,0,0
030ab6971e,0.51902324,1,0,0
030b029086,0.57073146,1,1,1
030b247024,0.823833,1,0,0
030b581de5,0.5296918,1,1,1
030b5b0528,0.42661026,1,0,0
030b6e8e34,0.93470764,1,1,1
030baaabd5,0.5223187,1,0,0
030bd3c6f8,0.4443011,1,1,1
030be03516,0.37736514,1,1,1
030bf2e8c6,0.9999994,1,1,1
030c1c31d5,0.35282198,1,1,1
030c42fa42,0.3719024,1,1,1
030c60d7c1,0.43019748,1,0,0
030c812861,0.40476364,1,1,1
030cdcb19b,0.38944402,1,0,0
030ce4a012,0.52644944,1,1,1
030d013423,0.37302226,1,0,0
030d19df37,0.51277363,1,0,0
030d290665,0.74152625,1,1,1
030d3c71ac,0.659653,1,1,1
030d501a3c,0.38947374,1,0,0
030d7081d7,0.5521316,1,0,0
030d8fbcf8,0.47011933,1,0,0
030dbb53f2,0.8560551,1,1,1
030dccdd1c,0.47697756,1,1,1
030ddb4b03,0.37535334,1,0,0
030e051cbc,0.76517725,1,0,0
030e155901,0.4914024,1,1,1
030e1e025f,0.5005389,1,1,1
030e3731aa,0.6932725,1,0,0
030e37ed5b,0.905479,1,1,1
030e42e594,0.5141841,1,0,0
030e560887,0.38228452,1,1,1
030e645322,0.38707787,1,0,0
030e670dcd,0.65313995,1,1,1
030eaf1337,0.871752,1,0,0
030ee2d0a3,0.50584275,1,1,1
030f05a518,0.35505342,1,0,0
030f19342e,0.4120152,1,0,0
030f3e2402,0.6968515,1,1,1
030f51cdc5,0.39679608,1,1,1
030fb2f65f,0.37415063,1,0,0
030fd01089,0.74906677,1,0,0
030fd83ea8,0.37842008,1,0,0
030ff4c7c5,0.9999987,1,1,1
0310064ffa,0.67338777,1,1,1
031025c568,0.35594434,1,0,0
03102acd6b,0.46726394,1,0,0
03103d1719,0.61622626,1,0,0
0310d4ba2e,0.45222044,1,0,0
03110a33f8,0.49871957,1,1,1
03110d969c,0.46221003,1,0,0
03111320f7,0.5560539,1,0,0
031182a098,0.53165025,1,0,0
0311b535ce,0.5571995,1,1,1
0311bd5c6c,0.62023586,1,0,0
0311ce9a76,0.54278857,1,1,1
03120d1333,0.4052187,1,0,0
03124282f7,0.5800625,1,0,0
0312635b9d,0.38020784,1,0,0
0312bcad52,0.9999778,1,1,1
0312bf44ee,0.4744269,1,0,0
0312fb97dc,0.9996748,1,1,1
031306fd37,0.84406555,1,1,1
031315a1b2,0.5727604,1,1,1
03131ce1fa,0.97761184,1,1,1
0313761eaf,0.9999206,1,1,1
03138dc944,0.49389654,1,1,1
0313b4fbea,0.5779226,1,1,1
0313f4cf0e,0.9999938,1,1,1
0313f54111,0.5155355,1,0,0
0314049d9d,0.39961192,1,1,1
03140c7900,0.46017873,1,1,1
03140e788b,0.55719525,1,0,0
031429c109,0.393313,1,1,1
03142ec82f,0.71050894,1,1,1
0314709d79,0.3847067,1,0,0
0314a5f31b,0.41517663,1,1,1
0314bd66a9,0.9999982,1,1,1
0314d84335,0.5583802,1,1,1
031528dd5e,0.4431255,1,0,0
031530a72f,0.99998677,1,1,1
03156d50d5,0.42779613,1,1,1
03158639d1,0.9998315,1,1,1
03158ebc7c,0.46552575,1,0,0
0315992cb2,0.42521554,1,0,0
0315c75633,0.38513857,1,0,0
0315cd93ad,0.6200924,1,0,0
0315e2cd5e,0.999998,1,1,1
0315f1aa7a,0.7613981,1,1,1
0315ffacdb,0.5159049,1,0,0
03166705c4,0.6468772,1,1,1
031676259a,0.5741714,1,1,1
03168ddf48,0.38838357,1,1,1
0316b3a71b,0.6947411,1,1,1
0316c6d284,0.9658502,1,1,1
0316ec8299,0.83073175,1,1,1
0316feebde,0.76458716,1,0,0
0317205515,0.49950162,1,1,1
03172cfd05,0.46571818,1,0,0
031730985d,0.39316925,1,0,0
0317430424,0.7467088,1,0,0
031760bb50,0.4916394,1,0,0
0317a1edd1,0.33266848,1,0,0
0317b0c35f,0.54357177,1,0,0
0317be38e4,0.75331354,1,1,1
0317c15e18,0.43754238,1,1,1
0317f88267,0.6305363,1,0,0
0317f96580,0.5089288,1,1,1
03184ae99e,0.35031354,1,0,0
031873386a,0.3791872,1,0,0
031890bbef,0.34667304,1,1,1
0318a52f6e,0.5996067,1,0,0
0318b40138,0.4114133,1,1,1
0319003709,0.50554544,1,1,1
031901c9b5,0.573671,1,1,1
0319038b8b,0.37556064,1,1,1
0319146940,0.4218975,1,0,0
031922d3e1,0.39146173,1,0,0
03194e6c89,0.6667325,1,1,1
03197a2cf8,0.38617095,1,0,0
03197b6e68,0.46268165,1,1,1
0319900eed,0.38138825,1,0,0
03199f8cd3,0.24213317,0,0,1
0319f364ef,0.46102005,1,0,0
031a1b39f8,0.4598412,1,0,0
031a1cdb22,0.40336317,1,0,0
031a6b4b12,0.5298059,1,1,1
031a8c40e3,0.3482206,1,0,0
031b0a599f,0.47009087,1,0,0
031b10f38e,0.4823184,1,1,1
031b407863,0.53157616,1,0,0
031b4b9f7e,0.4800235,1,0,0
031b89613c,0.44090402,1,0,0
031bae461f,0.4434328,1,1,1
031bbc7205,0.5402605,1,0,0
031bd84e7e,0.47914594,1,1,1
031bdee76c,0.55183744,1,0,0
031be29407,0.39454746,1,1,1
031be654c9,0.99999684,1,1,1
031bf4a692,0.5895416,1,0,0
031c4542bb,0.42967522,1,1,1
031c7ce740,0.323632,1,0,0
031ccccd52,0.9359737,1,1,1
031cf29689,0.35483202,1,0,0
031cf3d012,0.860914,1,1,1
031d131286,0.5488306,1,1,1
031d229286,0.55884373,1,0,0
031d4f023a,0.34685376,1,0,0
031d579c58,0.9999975,1,1,1
031d81769a,0.6274291,1,0,0
031d8c9cc4,0.41882002,1,0,0
031db7d82e,0.40292904,1,0,0
031dc75655,0.68064773,1,0,0
031df785c8,0.48024464,1,0,0
031e26fbca,0.9885391,1,1,1
031e48aa41,0.9998901,1,1,1
031e73005b,0.3714956,1,0,0
031e788da2,0.41236305,1,0,0
031e7d8462,0.4740241,1,0,0
031e8c502e,0.41247222,1,0,0
031e9d5e10,0.38437128,1,0,0
031e9e86f0,0.39159018,1,0,0
031ebef2b7,0.36879689,1,0,0
031ec3a1bd,0.99993026,1,1,1
031ed1b290,0.8947406,1,0,0
031ef78675,0.5320367,1,1,1
031f050df6,0.5641693,1,1,1
031f0db7d4,0.40036178,1,0,0
031f44544f,0.3746825,1,0,0
031f9050a7,0.6988687,1,0,0
031fbe6d14,0.41900635,1,0,0
031fc3393e,0.36000383,1,0,0
031fc35314,0.37955585,1,0,0
031fcd8eca,0.9333603,1,1,1
031ffa0768,0.55172914,1,0,0
03200f3f67,0.99998146,1,1,1
03202356ff,0.41639218,1,1,1
03203bc752,0.39281213,1,1,1
03205dbe30,0.44560233,1,0,0
0320886673,0.6503978,1,1,1
0320899a52,0.4321352,1,0,0
032093ee2f,0.44961208,1,0,0
03209eb502,0.35968685,1,1,1
0320a0a62c,0.54695004,1,0,0
0320ab1067,0.39020294,1,1,1
0320b43373,0.61222225,1,0,0
032110162f,0.41670802,1,1,1
0321395745,0.5176951,1,1,1
03218b3e51,0.5210102,1,1,1
03218e064f,0.42025548,1,1,1
03219bf9c8,0.5437164,1,1,1
0321b98fe4,0.3796313,1,0,0
0321dc3e35,0.46644792,1,0,0
0321ecc9c4,0.9999976,1,1,1
0321ee5249,0.5654196,1,0,0
0322426b3e,0.53176093,1,0,0
032264ab65,0.69242316,1,1,1
03227802ab,0.45797747,1,0,0
032294e6f7,0.8600968,1,0,0
0322d41e16,0.40359586,1,1,1
0322fd1ba8,0.50933903,1,0,0
03236b4c85,0.39728463,1,0,0
03237bef5d,0.41024688,1,1,1
03237f047f,0.40666258,1,0,0
0323b09716,0.38688803,1,1,1
0323b67e4a,0.39081028,1,1,1
0323d4aca9,0.7777191,1,0,0
0323ea49d5,0.42914197,1,1,1
032400ef83,0.99985445,1,1,1
03240ed15b,0.5069239,1,0,0
03243ce8aa,0.42199406,1,1,1
03243e9a92,0.58931,1,1,1
0324b24225,0.3763666,1,0,0
0324bb6eb1,0.956982,1,1,1
0324c5616d,0.3770727,1,0,0
0324ea7eb5,0.47382057,1,1,1
0324f1f9b2,0.86135036,1,0,0
032501c511,0.9999863,1,1,1
03252dc48b,0.27852732,0,0,1
03253247d4,0.35575265,1,0,0
0325639b26,0.39276874,1,0,0
032566ba31,0.57043207,1,0,0
03256dc4d1,0.5037705,1,1,1
03257f35fc,0.3549031,1,0,0
0325823a1e,0.9057776,1,1,1
0325ac0a1a,0.9597478,1,1,1
0325e167a5,0.36916557,1,1,1
03260ca0db,0.40072048,1,1,1
0326110020,0.37907046,1,0,0
03264efb0c,0.39803547,1,0,0
032656006c,0.741722,1,0,0
0326648137,0.6542891,1,0,0
03267f8560,0.9535672,1,1,1
0326a66d0f,0.46298778,1,1,1
0326c4092f,0.46404704,1,1,1
032712667a,0.59332687,1,1,1
032713531b,0.3610402,1,0,0
03272c0996,0.49725282,1,1,1
