id,Max SNRs,Match Targets,Actual Targets,Classified Targets
00ad770f97,29.63172420991147,1,1,1
00ad77e401,37.12734213780297,1,1,1
00ad81d383,14.166586875641102,0,0,1
00adb00027,13.799746934230226,0,0,1
00adb2aaaa,37.62417721562172,1,1,1
00add98a45,16.549842440687293,1,1,1
00ade71acd,15.606436401903402,1,1,1
00adead29a,13.644447771834251,0,0,1
00ae06fc5d,17.138277215719924,1,1,1
00ae30a675,14.441949132198324,0,0,1
00ae48078d,13.563973111063175,0,0,1
00ae6dbc54,13.735056548811931,0,0,1
00ae8ebd01,13.276942179648342,0,0,1
00aeb401b4,14.036832900552769,0,0,1
00aef289b1,14.212142479250568,0,0,1
00aefb46ac,24.621274579715635,1,1,1
00af2f07aa,15.631847427617837,1,0,0
00af4f48bd,14.40711175588241,0,0,1
00af93be3b,26.9464001153179,1,1,1
00afa4c99a,15.176932871101611,1,1,1
00afd46003,15.049466868632027,1,0,0
00afd7a9f9,59.366909698199045,1,1,1
00b04d0420,14.7327473242585,0,0,1
00b0534f00,18.449133008687514,1,1,1
00b063170b,38.59467362420952,1,1,1
00b0a5bf8a,14.223199490368025,0,0,1
00b0c4550f,15.52675927203517,1,1,1
00b0cdc91c,14.744375411550276,0,0,1
00b11b96e1,13.140344494681829,0,0,1
00b1271f30,13.908680255630347,0,0,1
00b1308438,13.79525947546092,0,0,1
00b13086f5,14.765779972154585,0,0,1
00b148df7f,15.082766074389957,1,1,1
00b1933903,18.56070455347392,1,1,1
00b197e8c5,19.96590826934746,1,1,1
00b1cc6c58,14.695526715842531,0,0,1
00b1d040cf,14.891238956809229,0,0,1
00b1d07500,14.395748537024216,0,0,1
00b1d9caf9,15.1318575692259,1,1,1
00b23a65d2,14.287050733660902,0,0,1
00b2435849,27.275394415923305,1,1,1
00b25e5e2e,19.0258044774956,1,1,1
00b260f81b,14.551517111238237,0,0,1
00b26a01c1,14.159947556092792,0,0,1
00b26aa61e,14.1691829017295,0,0,1
00b2802dfe,15.402495656142085,1,1,1
00b29cade7,17.70019882446819,1,1,1
00b2a45542,13.756085475997924,0,0,1
00b2af9369,14.70605055509436,0,0,1
00b2bd7c3f,14.054149525085812,0,0,1
00b2f67222,15.070593131180008,1,0,0
00b310d1a2,49.44422536247751,1,1,1
00b34191ee,23.57641308355567,1,1,1
00b34ca6d5,28.014104650524136,1,1,1
00b363876a,16.77462398005188,1,1,1
00b36cd201,13.78480745360492,0,0,1
00b3897b8a,13.71762031479523,0,0,1
00b39a2430,15.049203262257135,1,1,1
00b3cdcad2,23.09175287521814,1,1,1
00b3ebd50e,14.703404388397386,0,0,1
00b40959e0,14.748017310604364,0,0,1
00b41167da,14.906505181308496,0,0,1
00b4373c72,24.59424756084861,1,1,1
00b44712a1,14.872632668356534,0,0,1
00b487359a,14.308797360509924,0,1,0
00b49d6567,15.510743585831497,1,1,1
00b4d1ee39,14.8939448037508,0,1,0
00b4d5206e,13.805765540863796,0,0,1
00b4d6d88f,13.934840421387277,0,0,1
00b505ab46,14.694442338143682,0,0,1
00b51e4a5c,14.187732134651409,0,0,1
00b5251a6c,13.721606908926445,0,0,1
00b563cca8,13.458152276340098,0,0,1
00b5837d52,17.45672007139966,1,1,1
00b5e0dfdc,14.882068084173955,0,1,0
00b5ee247d,37.06925935580652,1,1,1
00b657386b,14.42084264351012,0,1,0
00b68d3057,14.997440353624404,0,0,1
00b6b48679,51.59495365307595,1,1,1
00b6ba8de2,23.390379374209097,1,1,1
00b6db0f4d,14.240902611595434,0,0,1
00b6e72121,14.74519366459351,0,1,0
00b71ff8be,16.65093275907346,1,1,1
00b72b47b9,13.949618637205011,0,1,0
00b743d9b3,14.85518060438349,0,0,1
00b75bb59b,20.951569734268325,1,1,1
00b78e4ed7,15.50941099728976,1,0,0
00b79af5f6,14.474893115413243,0,1,0
00b7a0facd,38.73463605462442,1,1,1
00b7a28105,14.485674786832348,0,1,0
00b7c9174b,32.95355766053515,1,1,1
00b7db6fab,13.503823277346171,0,0,1
00b7e26aba,21.9605019848952,1,1,1
00b80b92dc,15.540910223729448,1,1,1
00b8155708,14.451986350028712,0,0,1
00b8563826,13.585689970955494,0,0,1
00b884843d,14.613894647263985,0,0,1
00b893a189,14.584330093123164,0,0,1
00b897fa97,22.13790195207544,1,1,1
00b8afdf8b,17.281627712725154,1,1,1
00b8f65e21,14.149465788163116,0,0,1
00b908c4ed,15.173233677338883,1,1,1
00b936b399,17.07289794406962,1,1,1
00b971483f,14.981108758540945,0,0,1
00b9b18b6a,13.626775476769945,0,0,1
00b9e6d52a,15.220053467668391,1,0,0
00ba0faa81,14.26293085471643,0,0,1
00ba11c94e,22.32253791534042,1,1,1
00ba18c8ed,14.5481024200945,0,1,0
00ba459039,14.594245584625671,0,0,1
00ba4cf688,13.87912839286772,0,0,1
00ba68f265,38.11942548722249,1,1,1
00ba7e60f6,14.402716291711814,0,1,0
00ba8881b9,17.320171977141293,1,1,1
00baacc2ab,14.281286937974553,0,0,1
00bacec3b2,14.332779535800842,0,0,1
00baf45f1b,15.310799830811511,1,1,1
00bb692db9,13.823906606988963,0,1,0
00bbc1110a,14.97536142738915,0,1,0
00bbc6448f,14.519886420343818,0,0,1
00bbe2a3ab,14.776078625062532,0,1,0
00bbee388c,15.611563499361004,1,1,1
00bc165e2e,14.271575078927494,0,0,1
00bc5ac0ed,14.732724162151015,0,0,1
00bc77b5d1,14.30748252871104,0,0,1
00bc88c50e,14.236903164494873,0,1,0
00bcc5509b,14.7075338656253,0,0,1
00bcea6ad5,34.70408777697227,1,1,1
00bceed9a3,13.444028985122204,0,0,1
00bd000de1,15.303374191031573,1,1,1
00bd44a603,14.760440116427198,0,0,1
00bd53e3ec,14.522817860381153,0,0,1
00bd6fbbe1,14.809368097236025,0,0,1
00bd719e80,13.748452569743344,0,0,1
00bd923895,14.324824548630708,0,0,1
00bdb35491,14.46940715890314,0,0,1
00bdb74dcc,15.28815512892541,1,1,1
00bde4f01a,14.302787535413884,0,0,1
00bdfc59d5,14.423672115311462,0,1,0
00be2e7517,14.62027763076244,0,0,1
00be478d34,14.311370809171088,0,0,1
00be8aa86d,14.353534022278394,0,0,1
00bed5b3b8,18.774492016303007,1,1,1
00bed78de1,14.35221598630588,0,0,1
00bef814cd,15.209570720661814,1,1,1
00bef9e36e,16.860348846765255,1,1,1
00befd47fe,14.774888367385207,0,0,1
00bf1c43ce,14.903018843495312,0,0,1
00bf270f02,14.139086569950448,0,1,0
00bf576864,16.58419550108794,1,1,1
00bf6e2e4b,14.083524396857172,0,0,1
00bf7469ba,14.166189733023298,0,0,1
00bf7fc7a4,15.813903645179682,1,1,1
00bf852fe9,13.923154125533774,0,0,1
00bfa15ec4,14.226275752082042,0,1,0
00bfcca8db,22.73060670996925,1,1,1
00bfd42035,29.415379404235043,1,1,1
00bfd8019f,19.75341504801488,1,1,1
00c00494b0,13.828305627305545,0,0,1
00c014cef1,43.850523812006784,1,1,1
00c05b60d0,15.134196743037185,1,1,1
00c07dba1d,21.990524407618945,1,1,1
00c0841aff,14.246454799363905,0,1,0
00c08e232c,14.13921137628039,0,0,1
00c0eca344,14.11215074517338,0,1,0
00c0f2d840,13.973131446995666,0,1,0
00c10f9a22,22.77653664734,1,1,1
00c1192389,15.136234749089573,1,0,0
00c137864b,13.33059820576124,0,0,1
00c149b0ac,13.784078844919293,0,0,1
00c14c2e6d,19.64258133802069,1,1,1
00c17316ff,17.084543773620908,1,1,1
00c18b141e,14.505979884784471,0,1,0
00c1c2cbe3,24.085708795513423,1,1,1
00c1cf0438,18.49705441812295,1,1,1
00c1da5c91,13.644471506245704,0,0,1
00c1fc8e0b,14.29219696374044,0,1,0
00c2147d1e,13.599827076910568,0,0,1
00c21d9c4c,15.237645757749618,1,1,1
00c23b0a91,15.300726186752955,1,1,1
00c25008af,14.801261610744817,0,0,1
00c25eabf9,15.26031362610196,1,0,0
00c2625cbe,13.84724786931051,0,0,1
00c279d0eb,39.01445917561979,1,1,1
00c286e229,14.063176368601566,0,0,1
00c2d093cf,15.50913782103634,1,1,1
00c2fc3425,15.301885384276405,1,1,1
00c302ec1c,15.756237207478415,1,1,1
00c304c3c7,14.20191760696695,0,0,1
00c35ba3a5,14.597920574535596,0,1,0
00c37c081a,23.681179662518893,1,1,1
00c38d5a4d,14.552091099352502,0,0,1
00c3e0c283,19.25589303609464,1,1,1
00c3edb907,15.35488978044151,1,1,1
00c4159e18,14.907601373852122,0,0,1
00c44120b0,13.838859491385964,0,0,1
00c457eb77,14.089552705208805,0,0,1
00c472f4b0,33.27051394031312,1,1,1
00c48ebe02,63.871941595004586,1,1,1
00c4963b89,16.787175371965105,1,1,1
00c4a041f0,13.8103593705939,0,0,1
00c4afda9d,68.51466835178944,1,1,1
00c4db176e,15.178650636798428,1,0,0
00c4e2ac75,51.988383508458185,1,1,1
00c5061a4a,21.02784976068074,1,1,1
00c50f9978,14.876865235547427,0,0,1
00c5180944,13.846629762674077,0,1,0
00c52dafa6,33.5560157173453,1,1,1
00c54110ec,14.146711432563464,0,0,1
00c5474bb5,14.938678489286712,0,1,0
00c548ec35,14.290645493219271,0,0,1
00c57d5a48,14.815096310406709,0,0,1
00c59d72f6,14.841783184029648,0,1,0
00c5a242f6,16.895968510110787,1,1,1
00c5da60a1,13.454094598821536,0,0,1
00c5dd15e2,29.53260177236958,1,1,1
00c6206be8,14.082108890936604,0,0,1
00c6306c30,13.93745938114111,0,0,1
00c631e3d3,14.214703748460105,0,0,1
00c641c8d0,14.87315959042216,0,1,0
00c65f94e2,15.441658982692337,1,1,1
00c66e7bff,14.130678278040678,0,0,1
00c6a1939f,14.695594920282163,0,0,1
00c6a4c961,15.899067009771308,1,1,1
00c6b1756b,27.76440654582897,1,1,1
00c6f568a8,13.907937536092316,0,0,1
00c725ebd6,14.20609985093924,0,1,0
00c7469d14,26.992078691757524,1,1,1
00c77ed755,23.79414419347163,1,1,1
00c7b98c73,14.076398501942222,0,0,1
00c7bbfce0,13.62794519990796,0,0,1
00c7cdc70b,14.724229612187532,0,0,1
00c80a9fd8,14.022210237577973,0,0,1
00c80bd90b,14.234684988946436,0,0,1
00c88b0c16,16.273324043176878,1,1,1
00c8abc317,21.333145930635627,1,1,1
00c8b2221f,17.216240439183448,1,1,1
00c8e9d25d,15.486384418402215,1,0,0
00c8ef895b,14.545661310931855,0,1,0
00c8fa9ccc,14.575004335752164,0,1,0
00c9449044,13.825210386932484,0,1,0
00c94bae76,15.23536238473106,1,0,0
00c95262b6,14.151605300336044,0,0,1
00c959e90a,20.539305531781604,1,1,1
00c96152f6,14.838172224827346,0,0,1
00c986bdee,15.23434768696077,1,0,0
00c9be4007,13.309224216208136,0,1,0
00c9d4c1c4,15.951993410932428,1,1,1
00c9ebdcce,14.258308431469406,0,1,0
00c9ed87a1,13.95668754440528,0,0,1
00ca30d8e8,14.09442752104751,0,1,0
00ca3bd9f1,14.78236594231761,0,1,0
00cb11aec1,17.684065876212788,1,1,1
00cb12e5ff,14.524148569542485,0,1,0
00cb385df2,15.771608447221368,1,1,1
00cb779a7d,13.904029378092153,0,1,0
00cbe44e9a,14.245494156319891,0,1,0
00cc02e460,14.237426163949314,0,0,1
00cc27fbe4,14.536878733315625,0,1,0
00cc2d8ac6,17.98993044019351,1,1,1
00cc4321f9,613.7668504069406,1,1,1
00cc4e4aa4,13.262285742013734,0,1,0
00cc5f3579,14.374145908863738,0,0,1
00ccac61b4,14.14932416954472,0,0,1
00cd047a2b,14.553190281126264,0,0,1
00cd09b27f,20.39541302177292,1,1,1
00cdad43ab,15.558280412659844,1,1,1
00cde1c282,13.533004976064152,0,0,1
00cdf069e3,15.34885754781773,1,1,1
00ce7cd281,14.144348033794271,0,0,1
00ce8312ad,16.24563541688948,1,1,1
00ce9361d3,14.05254530358204,0,0,1
00cea3e3f9,20.85748075105346,1,1,1
00ceb8cef7,22.910833605304816,1,1,1
00ceb9eb90,14.08912078446116,0,0,1
00ceeb98df,13.77875300333459,0,1,0
00ceee94e5,15.497080416215816,1,0,0
00ceeeb5be,14.102271174060384,0,0,1
00cf041329,14.812315815008628,0,0,1
00cf10c186,13.70595605830037,0,0,1
00cf11c936,15.021859843706537,1,1,1
00cf2a531f,39.28045372069468,1,1,1
00cf2a6b83,18.35301169710973,1,1,1
00cf418e7e,14.887378970876362,0,0,1
00cf4daf71,17.02324517692306,1,1,1
00cf958d7c,13.968001783748733,0,1,0
00d0054def,14.126237604523672,0,1,0
00d00aaa04,14.625304827336809,0,0,1
00d028ea17,15.068833737402969,1,0,0
00d03e1e57,17.43339149186346,1,1,1
00d048605b,14.822199099752115,0,0,1
00d0664386,13.771250505158651,0,0,1
00d0e35dd6,14.106880830171736,0,0,1
00d0ec2754,16.59977576058945,1,1,1
00d0f602bb,15.506424746560644,1,0,0
00d126241b,14.62233521407721,0,0,1
00d16077c3,21.08347054800224,1,1,1
00d16a372b,14.531113735820917,0,1,0
00d174e745,16.00680167119214,1,1,1
00d1786834,14.261199799368308,0,0,1
00d17bf9ca,14.853667663267668,0,0,1
00d1963276,23.972766266325863,1,1,1
00d1b3b0ea,13.565326128326571,0,0,1
00d1d2ed4b,14.710519040332436,0,1,0
00d1e4810b,41.77097591873091,1,1,1
00d203ac55,14.812912151286614,0,1,0
00d2880b37,13.327872039093046,0,0,1
00d2d0aced,20.002215032390357,1,1,1
00d2eec0c7,21.39507335316576,1,1,1
00d2f2c311,14.999526337921257,0,0,1
00d2fc57cc,14.816964199117924,0,1,0
00d3183561,13.461879795102105,0,0,1
00d34ea0a7,13.911756948587914,0,0,1
00d367a3b4,14.14911233846438,0,0,1
00d36bd0a3,14.01899813865522,0,1,0
00d3957e5d,35.52757736248736,1,1,1
00d39deb60,14.053603053014353,0,0,1
00d3ab5d52,23.80132177046973,1,1,1
00d3be4b20,15.261607697371096,1,1,1
00d3e6f2df,14.102784509780514,0,0,1
00d447a163,15.121179261540377,1,1,1
00d49ffab1,13.619832073666142,0,0,1
00d4a93ab3,14.356676835601364,0,1,0
00d4bd0ed5,13.96519481105218,0,0,1
00d542bc88,22.144053350806345,1,1,1
00d55dc254,15.97227562593112,1,1,1
00d5845064,15.457724953288675,1,1,1
00d5a52155,14.560531006045656,0,0,1
00d5a9d8a6,15.62023658721057,1,0,0
00d5af5185,15.391012849545795,1,0,0
00d5c0b155,14.268715564445843,0,0,1
00d5d9724a,14.888221301374982,0,1,0
00d5de9e5f,14.116966330163477,0,0,1
00d5e1d647,14.914461690658804,0,1,0
00d5f328a9,17.5541682267823,1,1,1
00d60cb07d,13.764677383720414,0,0,1
00d60d15dc,14.897982745977592,0,1,0
00d6280545,14.379299191665812,0,0,1
00d6347cd1,44.31601442686773,1,1,1
00d6460946,14.786432046614117,0,0,1
00d6539b7d,29.40476303496509,1,1,1
00d65e5f2c,21.628108799159456,1,1,1
00d66bb132,13.495067610859708,0,0,1
00d673a689,16.86586554048532,1,1,1
00d6863eff,14.879068915767276,0,0,1
00d692b00d,14.339026236984145,0,1,0
00d6d34e9c,13.812482720651932,0,0,1
00d6f3963c,13.94681702723664,0,1,0
00d70fc0bb,16.184851946154296,1,1,1
00d740aa91,14.368563357636916,0,0,1
00d748686c,14.820614872808504,0,0,1
00d77bd7ec,14.114692085208915,0,0,1
00d7ac5098,15.690477021973134,1,0,0
00d819277c,14.597846456317702,0,1,0
00d81cbeab,28.469885430513507,1,1,1
00d85158aa,15.02825139872325,1,1,1
00d85c8a8e,14.25836367700333,0,0,1
00d86e6076,14.948873129411526,0,1,0
00d8bbacab,13.882159323144151,0,0,1
00d8dfe90b,15.174484078561084,1,1,1
00d8e03cca,14.306958029275703,0,0,1
00d9042a1d,16.201246865782558,1,1,1
00d91617d6,14.829099833120114,0,1,0
00d918871b,15.605120878138102,1,1,1
00d91c948f,14.475938989280497,0,0,1
00d93192d5,13.22374236384681,0,0,1
00d93b304a,30.289092319752697,1,1,1
00d95fe8eb,14.886915824795434,0,0,1
00d974951f,15.011914198850372,1,0,0
00d9a6a00f,13.618291314300386,0,0,1
00d9b4e0e9,16.247073247654917,1,1,1
00d9ba2f1d,14.92107869287338,0,0,1
00d9ca79b1,19.89820381311145,1,1,1
00d9caa91f,15.753358303858938,1,1,1
00d9e51640,15.225627654814383,1,0,0
00d9e7d316,14.804662655854145,0,0,1
00d9ecb882,14.147726143037026,0,0,1
00d9edd09e,14.26960856580136,0,0,1
00da0239f4,14.99544474896963,0,0,1
00da06185c,14.047517040747234,0,0,1
00da3bca55,19.94567997524946,1,1,1
00da5f99c6,19.97166063950766,1,1,1
00da8210d9,14.902823944736816,0,1,0
00da85de89,14.627202708614549,0,0,1
00daea0466,18.206610853075126,1,1,1
00db082dbd,18.73466087428895,1,1,1
00db15658f,14.412427836344165,0,0,1
00db238663,20.50708257359835,1,1,1
00db34ba37,15.057166218286074,1,0,0
00db5025fe,15.156405097967555,1,0,0
00db640734,15.66297207967051,1,1,1
00dba764e0,13.365670884815302,0,0,1
00dbbc3113,14.624357571199456,0,0,1
00dbd1461c,14.572506095183304,0,0,1
00dbefa7e9,13.805800347712704,0,0,1
00dc04bc59,14.692881163385673,0,1,0
00dc1c58bb,13.84002177102333,0,0,1
00dc207bea,13.309026888001323,0,0,1
00dc385427,15.28972143098947,1,0,0
00dc530193,15.712833289160674,1,1,1
00dc5d0d64,13.474162576864911,0,0,1
00dc67d3f0,15.053684374665046,1,1,1
00dcb35a75,14.730891172806563,0,1,0
00dcc8a931,15.057668015640846,1,1,1
00dcd4bf28,14.6580588438446,0,1,0
00dcf2fbdf,14.76428633279739,0,0,1
00dd092d82,14.152772774611442,0,0,1
00dd1881b9,14.095403356395234,0,0,1
00dd3ee048,16.633251899310757,1,1,1
00dd452b6b,15.535896777494065,1,1,1
00dd481584,15.001139045027395,1,0,0
00dd4c36ac,14.202571113916338,0,0,1
00dd613307,14.038378538555582,0,0,1
00dd7962f0,14.879426686008811,0,0,1
00dd796a62,15.617041017836764,1,0,0
00dd837f28,13.608626947726432,0,0,1
00dd9bfe80,15.237636672577292,1,0,0
00ddaa37ef,14.088043336771046,0,0,1
00ddc139b4,14.911911656056278,0,1,0
00dde25967,33.47011984149924,1,1,1
00ddfd56fd,14.463261348191793,0,1,0
00de3ae9dc,14.596327714788009,0,1,0
00de44abff,15.59073825139067,1,0,0
00de5cd0ae,14.238420003179538,0,1,0
00de8c9345,14.638633437859534,0,1,0
00dec4181b,41.75377600619037,1,1,1
00def2c64c,14.258559542597526,0,0,1
00df139219,16.118457170169258,1,1,1
00df1b099e,14.817021100768203,0,1,0
00df243ac0,13.423875734736932,0,0,1
00df38e39a,19.16350644658863,1,1,1
00df47b128,31.817779726948764,1,1,1
00df5f7169,14.20151429879621,0,0,1
00df6c7cc5,14.66725784402773,0,0,1
00df81b3e1,13.636339634358093,0,0,1
00dfb6a635,23.1891381761283,1,1,1
00dfd3eab7,27.285035325160308,1,1,1
00dfe1efcf,14.18503481133414,0,1,0
00e00329d9,12.990965422456217,0,1,0
00e0295b67,14.730371660377774,0,0,1
00e035c0fe,17.766410145222242,1,1,1
00e03b6424,17.97960407217785,1,1,1
00e04081c2,16.122644012390918,1,1,1
00e05772c6,13.469231930952116,0,0,1
00e06e7f50,15.729513367650636,1,1,1
00e07d788f,14.810993112815815,0,1,0
00e0aa2036,13.985087827652071,0,1,0
00e0d92d05,15.73916149529738,1,1,1
00e0f0aa8b,14.502953080312295,0,1,0
00e10a504a,14.577671655435182,0,0,1
00e173b2cc,14.32235439062318,0,0,1
00e17876fa,17.81287755934576,1,1,1
00e19abd69,15.090335567447475,1,0,0
00e1b9585f,14.149900331933496,0,0,1
00e1c7d415,36.56248368241715,1,1,1
00e1d2997b,14.36433514114918,0,1,0
00e1d9dd85,13.655287864425668,0,0,1
00e2329722,15.11078223694747,1,1,1
00e2672e44,14.856144499101564,0,1,0
00e2770907,14.708536083865027,0,1,0
00e29f8024,18.452620919855924,1,1,1
00e2c93812,16.66443381910371,1,0,0
00e2ee6b9f,14.384160843677012,0,0,1
00e31e029c,24.94277871764509,1,1,1
00e335add3,14.164904014914022,0,0,1
00e3434f95,13.867503871644455,0,1,0
00e34a4ec3,14.157548858383834,0,0,1
00e3624f54,15.625780205196529,1,1,1
00e36eea2d,13.844188174484586,0,0,1
00e396e75d,14.27438039048818,0,0,1
00e3a3cb6b,14.465250648022606,0,0,1
00e3abfda6,13.138839320974077,0,0,1
00e3c56691,20.37577025274834,1,1,1
00e3c855a5,13.740103479832287,0,0,1
00e3db81b8,15.54662227052004,1,1,1
00e3f2e783,14.61566155672423,0,1,0
00e3f42d12,14.174519641298094,0,0,1
00e409fe83,22.75308998420449,1,1,1
00e4217aec,13.564624669929788,0,1,0
00e4283122,14.039262805339009,0,0,1
00e4324fdc,14.49025912403353,0,1,0
00e43512e3,13.743520545618246,0,0,1
00e45d141a,14.939363731741832,0,0,1
00e487cac7,31.273095180982043,1,1,1
00e494f6d8,14.294053616146208,0,0,1
00e4ab2ae4,13.49762069431118,0,0,1
00e4adadf6,14.091703170671714,0,0,1
00e4d3a9ce,14.530688287169191,0,0,1
00e4f6b8c8,13.8584770341298,0,1,0
00e50695bc,15.339646423344185,1,1,1
00e54ef0f2,16.90807605453437,1,1,1
00e55c3a43,25.11009236819969,1,1,1
00e5644f65,13.407129194374315,0,0,1
00e5694711,14.406491638579448,0,0,1
00e5707907,15.04128172344714,1,0,0
00e5749f4e,14.618853150932258,0,0,1
00e57b8305,24.029835312071526,1,1,1
00e59ebb62,30.975902129752875,1,1,1
00e5a5034b,17.820958641896507,1,1,1
00e5ab936d,13.393680267826412,0,0,1
00e5af43b5,13.59025490394056,0,1,0
00e5f82c98,14.299622413987644,0,0,1
00e66669e6,14.508321579177265,0,0,1
00e694996d,14.703136400414891,0,0,1
00e6b02421,14.04755006026877,0,0,1
00e6b16d14,12.961701895925104,0,0,1
00e6bdadaa,18.33867547640944,1,1,1
00e6d7148e,34.13082425119287,1,1,1
00e71c1cd3,21.2631087462809,1,1,1
00e73c4697,15.256960684644346,1,1,1
00e794cbf9,13.609741479261125,0,1,0
00e7f803b5,12.98312661706397,0,0,1
00e7fd54e5,14.387779363157843,0,0,1
00e81c1984,13.438460706599574,0,0,1
00e81fd55e,14.005325938729992,0,0,1
00e89d5974,14.255304489212213,0,0,1
00e8a1eb78,12.711365666236638,0,0,1
00e8b2ac91,14.587328322676136,0,0,1
00e9080dfc,16.94205426040703,1,1,1
00e932e000,13.801195008584852,0,0,1
00e93a6581,51.19736673354795,1,1,1
00e958f8ae,15.727559214474562,1,1,1
00e98fe686,14.097482387271622,0,0,1
00e9b30675,18.35359109635157,1,1,1
00e9dd77de,15.395367435487206,1,0,0
00ea274a3b,21.549786364815425,1,1,1
00ea3e8401,16.46408209517767,1,1,1
00ea7142ee,15.620560467909485,1,1,1
00ea9a1f6c,15.02746048975844,1,0,0
00eaa59bf7,15.87015941285487,1,1,1
00eaa70bf4,14.771209689348636,0,1,0
00eaeb1b14,14.426140389853094,0,0,1
00eaeb71ea,16.77819313763814,1,1,1
00eaf3672b,14.3943235851481,0,0,1
00eafda86c,19.052764698590696,1,1,1
00eb0db36c,14.30309520292677,0,1,0
00eb0ee5fd,14.439224777053996,0,0,1
00eb5eb518,13.288583630708168,0,0,1
00eb7843f6,13.958701591375348,0,0,1
00eba426fc,16.508843017489724,1,1,1
00ebc346ab,14.876014718108925,0,0,1
00ebdbfa9d,13.67755324345706,0,0,1
00ec4031cb,16.612859739355038,1,1,1
00ec40b63c,14.238370993027145,0,0,1
00ec43b0e9,13.834103276602937,0,1,0
00ec6c6188,14.417653348387988,0,0,1
00ec9cc0f7,14.271073263553072,0,0,1
00ed661195,15.613096926910316,1,1,1
00ed8b45f0,17.202516576640328,1,1,1
00ed966daa,16.944257848776754,1,1,1
00edc63268,30.076084187044547,1,1,1
00eddfc28c,14.569570295317636,0,0,1
00ede042cd,20.518918194155265,1,1,1
00edeb8e79,14.56465722081547,0,0,1
00ee0bbe7d,14.691295670078755,0,0,1
00ee5919dc,14.68877011650614,0,1,0
00ee620557,15.710125400153252,1,1,1
00ee6911a0,13.98384838114415,0,0,1
00eeae86da,14.685536911066302,0,1,0
00eee0b090,14.080722210341984,0,0,1
00eee20bde,14.777294796074518,0,0,1
00eef78973,14.06623964854034,0,0,1
00ef0fc6be,33.20501297193232,1,1,1
00ef36b2c4,36.4931799216837,1,1,1
00efc63be7,13.898342479616346,0,0,1
00effbe3a2,29.63810652010629,1,1,1
00f02b9280,17.420714182829265,1,1,1
00f02dd5d1,14.193876479608374,0,0,1
00f03da241,14.84587782049045,0,1,0
00f0642d46,20.111306873538915,1,1,1
00f0666546,13.6145172351069,0,0,1
00f09c9f36,14.307232256552169,0,0,1
00f0a915bc,14.528910400621264,0,0,1
00f0b8a4db,13.976024450832645,0,1,0
00f0c24cbb,13.86202060682151,0,0,1
00f0c7c258,23.423714515439784,1,1,1
00f0d5ffa7,14.602695458135424,0,0,1
00f0f98c8b,13.904718749898146,0,1,0
00f12f2395,17.068905714544147,1,1,1
00f135a818,13.911282008116851,0,0,1
00f13b5b30,13.863656450532815,0,1,0
00f170418c,14.401170934832988,0,0,1
00f176c05c,13.780827212493444,0,0,1
00f1aae9e4,14.064546470281888,0,0,1
00f1c73019,13.788974413662642,0,0,1
00f1f1c457,15.515862445246391,1,1,1
00f2063811,13.808525519480344,0,0,1
00f2a84bcb,13.445888139407614,0,0,1
00f2b68c2d,17.719550142605982,1,1,1
00f2bd9c1f,14.04730006780158,0,0,1
00f2c4882d,14.458251381249418,0,0,1
00f2e077ad,14.108278080549212,0,0,1
00f2fa197d,23.24338966261273,1,1,1
00f312f261,14.236133105960525,0,0,1
00f315b392,13.584732911505274,0,0,1
00f3366635,13.484687043608975,0,1,0
00f3366d4b,15.012353895305008,1,1,1
00f33b7610,25.21129238382417,1,1,1
00f3492a52,14.782848433065633,0,0,1
00f37762dd,13.96329067650947,0,1,0
00f38175ff,13.661990566824825,0,0,1
00f3847ad8,15.026197229463522,1,1,1
00f3889920,14.97957898935902,0,0,1
00f3b81632,22.00859622246757,1,1,1
00f3baa468,16.517986690979342,1,1,1
00f4222952,13.766427934933148,0,0,1
00f443a456,14.189907670688193,0,1,0
00f444926e,102.27493993820887,1,1,1
00f466b85f,13.165589131881068,0,0,1
00f469e039,26.378233458522047,1,1,1
00f4811dcb,13.738501329329546,0,0,1
00f4885700,14.94282223225223,0,0,1
00f4afc5d2,14.715483800686124,0,0,1
00f4cf0941,14.551310013793612,0,0,1
00f4f03750,18.41499539969989,1,1,1
00f536d574,14.431336043559352,0,0,1
00f548c7e8,13.670262068238587,0,1,0
00f54f0454,13.265606261503084,0,0,1
00f553e788,13.716935317016906,0,0,1
00f58e6bce,14.467570673464962,0,0,1
00f5b00e41,14.834436770054271,0,1,0
00f5b1248a,14.08298327815665,0,1,0
00f5c07e10,14.084868934814178,0,0,1
00f60323bc,19.399751536002157,1,1,1
00f604551e,14.860971509195178,0,0,1
00f612cd2f,13.926734019419118,0,0,1
00f623d270,13.866171747278306,0,0,1
00f62ad222,13.617559351803486,0,0,1
00f62ea76e,14.170385908194245,0,1,0
00f69ee50f,14.309041663905406,0,0,1
00f6a31773,14.43239236762077,0,1,0
00f6d566a3,14.461708291132126,0,1,0
00f6f0cd8f,13.897163080437531,0,0,1
00f6f17753,17.377569203094772,1,1,1
00f723ece7,14.104053202150189,0,1,0
00f732a0ee,16.92420193798636,1,1,1
00f742df77,14.339573875375477,0,0,1
00f74a975e,14.382318439888913,0,0,1
00f7539ebd,14.673361029598452,0,1,0
00f78579ba,13.819488914478985,0,0,1
00f7ba851f,19.32691460234231,1,1,1
00f7bdeccf,15.481635348173349,1,1,1
00f7d7c916,13.977953235644248,0,0,1
