id,Model Predictions,Model Targets,Actual Targets,Classified Targets
06484f103b,0.98979133,1,1,1
064851477c,0.5869172,0,1,0
06486a045d,0.34425008,0,0,1
0648c31fb5,0.5562079,0,0,1
0648d2e447,0.9569198,1,1,1
0648ec3eec,0.9999037,1,1,1
0648fa9184,0.6410412,0,0,1
0648fdda5e,0.35229042,0,0,1
06490a60d5,0.15154448,0,0,1
0649109826,0.5781252,0,0,1
0649395691,0.9985918,1,1,1
0649404d9c,0.8286691,1,1,1
0649410965,0.6187753,0,1,0
064948516d,0.25038362,0,0,1
06494cb19e,0.5251078,0,0,1
06498c117b,0.75253075,1,1,1
06498cf88f,0.9991244,1,1,1
06498f6c5d,0.8402809,1,1,1
06499cfd83,0.7573932,1,0,0
0649fe2433,0.6187928,0,1,0
064a0231c4,0.31591943,0,1,0
064a176ae4,0.99972904,1,1,1
064a38c83f,0.78841525,1,1,1
064a752e7d,0.55778676,0,1,0
064a8170ab,0.49458686,0,1,0
064a96d98b,0.3953604,0,0,1
064a98b978,0.3702507,0,0,1
064aa507c1,0.43276957,0,0,1
064acf5402,0.7331557,1,1,1
064b1b861c,0.93471205,1,1,1
064b1c818b,0.9920807,1,1,1
064b47f212,0.42171374,0,1,0
064b4f9e85,0.5493895,0,0,1
064bdc54be,0.98841226,1,1,1
064be0ecd8,0.70046425,1,0,0
064c2eb643,0.9986496,1,1,1
064c3b606e,0.9456777,1,1,1
064c3c2ff7,0.75875616,1,1,1
064c523b40,0.5782361,0,0,1
064c583326,0.7048051,1,0,0
064c5a15d4,0.8703606,1,1,1
064c896024,0.97769976,1,0,0
064c981073,0.48302355,0,0,1
064caf2a57,0.7306237,1,1,1
064d0ba555,0.9999188,1,1,1
064d2057a2,0.76665056,1,1,1
064d770f9c,0.59405303,0,0,1
064d92f16e,0.38377059,0,0,1
064da00a8d,0.87339723,1,1,1
064db6b227,0.9999997,1,1,1
064dc378e1,0.16663426,0,0,1
064dcfd020,0.3034919,0,1,0
064dd0a48a,0.7282331,1,0,0
064e055b11,0.6711449,1,1,1
064e37c694,0.321464,0,0,1
064e54dff2,0.4277919,0,0,1
064e769c70,0.37877545,0,0,1
064e7da22c,0.4121365,0,0,1
064ede6a89,0.3584408,0,0,1
064f3704e8,0.6210144,0,0,1
064f3b83b6,0.25373507,0,0,1
064f4799d3,0.6016004,0,0,1
064f55b807,0.6011355,0,0,1
064f692dfb,0.52474755,0,0,1
064f716154,0.7360664,1,0,0
064fa38b42,0.40328115,0,0,1
065048f2dd,0.66844803,1,1,1
065059eb65,0.24851316,0,1,0
0650f4e2c8,0.6108027,0,0,1
06510447d6,0.3280808,0,0,1
06511d725c,0.5393153,0,0,1
06513ec2a2,0.42269367,0,0,1
06514b5dae,0.72087264,1,0,0
065195a2df,0.39843988,0,0,1
065208a469,0.9069726,1,1,1
06521f8fce,0.8733632,1,0,0
0652226650,0.6286595,0,0,1
065244558e,0.33275563,0,0,1
06524b0c9d,0.93845206,1,1,1
06524d4c9c,0.8827285,1,0,0
0652646524,0.41302493,0,1,0
0652702bcb,0.99842685,1,1,1
06528778fa,0.31251526,0,0,1
0652999dfb,0.9885564,1,1,1
0652e64133,0.8939487,1,0,0
065307c6de,0.3685158,0,0,1
06534b8b82,0.9974081,1,1,1
06536f5c43,0.9999998,1,1,1
0653827f8e,0.34777677,0,0,1
0653867e84,0.9125131,1,1,1
0653eb5fec,0.32601112,0,0,1
0653f498e5,0.57416713,0,1,0
06540df6f0,0.88938534,1,0,0
06543352d5,0.70338774,1,0,0
0654403b38,0.9200914,1,1,1
0654b27dd6,0.6824498,1,1,1
0654c7dd0c,0.98634946,1,1,1
0654f0f647,0.9867445,1,1,1
0654fd5cab,0.9462038,1,1,1
065538e38a,0.893907,1,1,1
06554471ff,0.5520255,0,0,1
0655531439,0.3893309,0,0,1
0655adc048,0.63288844,0,1,0
0655bd5c72,0.52569515,0,0,1
0655d9e638,0.39827597,0,0,1
0655efc77b,0.79119813,1,1,1
065625f065,0.24587432,0,0,1
06563d365b,0.6017678,0,0,1
065642451c,0.41209683,0,1,0
0656495663,0.92977774,1,1,1
065663b9c7,0.40398043,0,0,1
06566a06a8,0.6373654,0,1,0
06569694a4,0.76671547,1,1,1
0656a06044,0.4189741,0,0,1
0656d3df92,0.42626026,0,0,1
0656dabd20,0.6098709,0,1,0
0656ec36b0,0.5909622,0,0,1
0657573e2d,0.39056188,0,1,0
06575eed31,0.9017757,1,0,0
06577c6803,0.33866876,0,1,0
065790e5f5,0.5768131,0,0,1
0657c80f5c,0.4839436,0,0,1
0657cce52f,0.3797972,0,1,0
0657cf7487,0.5351655,0,1,0
0657de4012,0.46405607,0,0,1
0657efd333,0.42230245,0,0,1
06581aae08,0.64940953,0,1,0
06581e1b2b,0.32298106,0,0,1
06581fafd9,0.53160673,0,1,0
06582aa5a0,0.99305314,1,1,1
065859cb62,0.5268494,0,0,1
06585e55db,0.10070512,0,0,1
06588c76b9,0.40194917,0,0,1
06589a0b89,0.30703533,0,0,1
0658a52285,0.56150484,0,0,1
0658c9e350,0.9999989,1,1,1
06590fd79b,0.6612972,1,0,0
06591efe9f,0.8573241,1,0,0
065923b6c3,0.5992422,0,1,0
065930012d,0.6595181,1,0,0
065935b1dc,0.42048442,0,0,1
06594a1611,0.6594742,1,0,0
06594c70ac,0.9442129,1,1,1
0659d3acfd,0.65194094,1,0,0
0659dfad19,0.7619841,1,0,0
0659dfcecb,0.7371232,1,1,1
065a0d7bed,0.7030685,1,1,1
065a1adeaa,0.8335759,1,1,1
065a2a26bf,0.58009183,0,0,1
065a69df13,0.470338,0,1,0
065a87907b,0.4696321,0,1,0
065aa5a185,0.38984108,0,0,1
065aadd8d7,0.36142045,0,0,1
065aaeefbd,0.9278485,1,1,1
065abc740e,1.0,1,1,1
065ac86a8f,0.37543997,0,0,1
065ae9806e,0.43325353,0,1,0
065b3eeaf2,0.58552843,0,0,1
065c0d50f3,0.5532679,0,0,1
065c1c6ccd,0.30027133,0,1,0
065c27a3ff,0.605983,0,0,1
065c482e75,0.4139492,0,0,1
065c98bd9c,0.3940688,0,1,0
065caf0fdc,0.66875607,1,1,1
065ccdccc5,0.53796864,0,0,1
065cd60f25,0.7917154,1,1,1
065cfa5847,0.6713092,1,0,0
065d541b51,0.7063769,1,0,0
065d6201a2,0.38566145,0,0,1
065dbafbd6,0.9994627,1,1,1
065e370342,0.3835951,0,0,1
065e4ffef6,0.9930296,1,1,1
065e57473d,0.6473543,0,1,0
065e6b3357,0.8314896,1,0,0
065ece69cc,0.32534322,0,0,1
065ecf4eec,0.99644655,1,1,1
065ed5a75b,0.76785165,1,1,1
065f07f138,0.7164396,1,0,0
065f081ed3,0.8810582,1,1,1
065f1fda05,0.7782001,1,1,1
065f36808a,0.97816396,1,1,1
065f3c9d24,0.9467673,1,1,1
065f453b1d,0.93956137,1,0,0
065f4671c3,0.89390016,1,1,1
065f51e333,0.57732195,0,1,0
065f884ee7,0.80660236,1,1,1
065f9b1039,0.56235224,0,0,1
065fd1f17a,0.9999951,1,1,1
0660353898,0.6795963,1,0,0
066062b326,0.4371149,0,1,0
0660c4e673,0.35158598,0,0,1
0660f3ea82,0.55246854,0,0,1
0661229bc4,0.6748884,1,0,0
066122f3ac,0.63640606,0,0,1
06615e9b6b,0.91739035,1,1,1
0661b1be8a,0.6090204,0,1,0
0661d95df3,0.738418,1,1,1
0661e39c64,0.7461469,1,0,0
06620608c8,0.42141455,0,0,1
0662071fc8,0.99427646,1,1,1
06622b722e,0.72359264,1,0,0
06625341c8,0.9987902,1,1,1
06629a9a1b,0.31726146,0,1,0
0662a5fc61,0.9999998,1,1,1
0662ad36b4,0.8838836,1,1,1
0662ae069a,0.5158581,0,0,1
06630cc92a,0.16290668,0,0,1
06633051ed,0.7891212,1,1,1
0663428c49,0.8494762,1,0,0
06635b97e4,0.92761946,1,1,1
066361fcbf,0.54038095,0,0,1
0663621eb3,0.7680917,1,0,0
0663a5d381,0.85091186,1,1,1
0663a8dba0,0.98664784,1,1,1
0663d19eb6,0.3754098,0,0,1
0663daefb8,0.9117309,1,1,1
066406d06a,0.6505607,1,0,0
066416ccb3,0.36392534,0,0,1
0664839ab5,0.999999,1,1,1
066486e073,0.2539156,0,0,1
06648765cb,0.42912444,0,1,0
06648cef31,0.65288335,1,0,0
066502478b,0.98901397,1,1,1
06650e5094,0.6283249,0,0,1
06651c53c5,0.7303742,1,1,1
06652a6e78,0.9128659,1,1,1
066551032c,0.88612074,1,1,1
0665539d2b,0.99989843,1,1,1
06658c442b,0.37780324,0,1,0
066597e233,0.54867053,0,1,0
0665f3e20d,0.5311332,0,0,1
0666064022,0.3570301,0,0,1
06660a3888,0.6869018,1,1,1
06661d837d,0.9999987,1,1,1
066620a5d2,0.98898345,1,1,1
066635381f,0.5948936,0,0,1
06668f9bd7,0.24363849,0,0,1
0666a69058,0.95060766,1,1,1
0666ad5c6a,0.78729236,1,0,0
0666b7a0f8,0.400756,0,0,1
0666e547c9,0.92255837,1,1,1
0666e79322,0.7525512,1,1,1
0666fb1fe3,0.24127376,0,0,1
066737daff,0.61354434,0,1,0
06674f0f61,0.25033426,0,0,1
0667a489a4,0.8459128,1,1,1
0667aa6899,0.37901068,0,0,1
0667b2a574,0.30298433,0,0,1
0667ebd996,0.57638514,0,0,1
0668040b2d,0.55681205,0,0,1
06681520ba,0.31127286,0,1,0
06681973c5,0.37906897,0,1,0
066828c000,0.99766904,1,1,1
066832c941,0.60669637,0,0,1
06683688b3,0.98962,1,1,1
06684afcc6,0.19045389,0,1,0
06685edc72,0.6350616,0,1,0
06687c3b4d,0.9938719,1,1,1
06688d5124,0.391613,0,1,0
06694a9942,0.5643159,0,1,0
066954b47e,0.3229426,0,0,1
066954d03a,0.648574,0,1,0
066992f42a,0.42693532,0,1,0
0669cd1d67,0.99999976,1,1,1
0669cf3711,0.54552275,0,0,1
066a01da8d,0.837551,1,1,1
066a1255a3,0.7982145,1,1,1
066a30e383,0.37495124,0,0,1
066a518907,0.6137465,0,0,1
066a7555af,0.3574255,0,0,1
066a8d5b64,0.8499502,1,1,1
066aa18709,0.6041631,0,1,0
066ac47559,0.390788,0,0,1
066ac4872e,0.613088,0,1,0
066adcde5a,0.9999983,1,1,1
066aef0e20,0.57188845,0,0,1
066afc1897,0.9814675,1,1,1
066b137e09,0.84054816,1,1,1
066b1b5260,0.8240917,1,0,0
066b1f74c2,0.96583486,1,1,1
066b226a61,0.9563237,1,1,1
066b5dfd52,0.66884446,1,0,0
066b860b90,0.8941574,1,1,1
066ba4cda3,0.75842917,1,0,0
066bd3cab4,0.43316182,0,0,1
066bd5fcc9,0.75992537,1,0,0
066bd605b8,0.659142,1,1,1
066c158977,0.50903827,0,0,1
066c223efe,0.3285135,0,0,1
066c3ada29,0.23278219,0,0,1
066c456e19,0.68295527,1,0,0
066c52cf89,0.760769,1,1,1
066c7a46a5,0.3235545,0,0,1
066c88296a,0.29578114,0,0,1
066c935ad8,0.36553192,0,1,0
066c9a4f7f,0.56104195,0,1,0
066cc3ceb8,0.6901481,1,0,0
066cd63794,0.3277063,0,0,1
066ce34055,0.22945228,0,0,1
066d0197a2,0.42004234,0,0,1
066d07ce6e,0.55985844,0,0,1
066d1fa8b9,1.0,1,1,1
066d4523e9,0.78763115,1,0,0
066d6f76cf,0.59723985,0,1,0
066da25fd3,0.9853649,1,1,1
066dd227a4,0.8184434,1,0,0
066ddf0fff,0.47178382,0,0,1
066df9d803,0.3603487,0,0,1
066e072d86,0.37800375,0,0,1
066e67cf6c,0.40262386,0,1,0
066e833812,0.8287152,1,1,1
066e862d89,0.51564443,0,0,1
066e8b2d76,0.8350247,1,0,0
066eabaf97,0.32543164,0,0,1
066eac146e,0.4558008,0,1,0
066ef1bdf7,0.53680706,0,1,0
066f00a2aa,0.5390897,0,1,0
066f2d7138,0.4532189,0,0,1
066f3ca2dd,0.43011042,0,0,1
066fd6593d,0.41380173,0,1,0
066ff3d107,0.31284273,0,0,1
06703c9d56,0.42952126,0,1,0
067070e43b,0.5190428,0,1,0
06707939c8,0.38152167,0,0,1
0670a57122,0.63449216,0,1,0
0670aa4a4d,0.6307163,0,0,1
0670c5c87e,0.8453276,1,1,1
0670dd661e,0.90951574,1,1,1
06710a3c58,0.9986573,1,1,1
0671399cf4,0.99753666,1,1,1
067160a6f6,0.6581074,1,1,1
067165c7d9,0.774898,1,0,0
06717c3871,0.5226611,0,0,1
0671dcf5e3,0.9181708,1,1,1
0672068d03,0.6275308,0,0,1
067208b0b9,0.3821811,0,1,0
0672394123,0.7637626,1,1,1
06724d1668,0.3592969,0,0,1
067264460e,0.96519554,1,1,1
067283b7e9,0.70180315,1,0,0
0672a0c374,0.5474179,0,1,0
0672b2dfef,0.4315436,0,1,0
0672c5f809,0.73697984,1,1,1
0672c8e5c4,0.54334927,0,0,1
0672ca5d0f,0.6065608,0,0,1
0672d0ec4e,0.99512756,1,1,1
0672f5a231,0.3693289,0,1,0
0672f6bada,0.63782394,0,1,0
067312c0db,0.3278696,0,0,1
067320ab57,0.6873877,1,0,0
06732ada14,0.39589024,0,0,1
06732bc82e,0.41529238,0,0,1
06732e3abf,0.42520607,0,1,0
06733b7055,0.32768932,0,1,0
0673447c7f,0.3044052,0,0,1
06736f6cc2,0.36497974,0,0,1
06739ba5cd,0.38440326,0,1,0
0673f9fb0a,0.90849113,1,1,1
06740452f9,0.3906595,0,0,1
0674570fd3,0.44801417,0,0,1
06747306e7,0.60343987,0,0,1
0674c82d0c,0.738527,1,1,1
0674cadaec,0.9879292,1,1,1
0674edb7d0,0.3678288,0,0,1
0674fe20b9,0.6692712,1,1,1
067516aeb4,0.72435206,1,1,1
067524360c,0.99976605,1,1,1
06752c4925,0.3729143,0,0,1
0675746654,0.60354775,0,0,1
0675aae87c,0.5525409,0,1,0
0675b24fde,0.99383503,1,1,1
0675cebcbc,0.43009675,0,0,1
0675d6dde3,0.99993277,1,1,1
06760f8131,0.94096065,1,1,1
0676462390,0.7151088,1,0,0
067646f5bf,0.6478367,0,0,1
067657e253,0.53258055,0,1,0
06765e7e83,0.3482597,0,0,1
06766c2144,0.7597419,1,1,1
0676a109d9,0.5501217,0,1,0
0676c50329,0.95122015,1,1,1
0676f52c23,0.61444056,0,0,1
0676f9c2f1,0.80057776,1,0,0
06770301b7,0.19101724,0,1,0
067707dc9c,0.9579179,1,1,1
06771aa317,0.9680635,1,1,1
0677395fc6,0.3260544,0,1,0
0677808782,0.35812762,0,1,0
067786ad14,0.9816225,1,1,1
06778db169,0.9959015,1,1,1
0677c9af4c,0.769248,1,1,1
0677ed15f2,0.9998488,1,1,1
067834b86c,0.52851105,0,0,1
06783e827e,0.78189933,1,1,1
06783ff339,0.38974524,0,0,1
0678531b1c,0.5588938,0,0,1
0678644892,0.9992436,1,1,1
067866fd7c,0.70042306,1,0,0
06786b5498,0.877354,1,0,0
0678943ea9,0.5594127,0,1,0
0678be0ec5,0.6907926,1,0,0
0678e5ff8c,0.2691579,0,0,1
0678f4e911,0.3442616,0,0,1
0679219a44,0.33030444,0,0,1
06798a5c95,0.7721864,1,0,0
06799773c6,0.9890012,1,1,1
0679a5e703,0.7550107,1,1,1
067a0c2be9,0.9485599,1,1,1
067a26fae7,0.22485948,0,1,0
067a62a3f5,0.9283987,1,1,1
067a7c1ed5,0.9999937,1,1,1
067a9932d0,0.84786034,1,1,1
067ab8ea6e,0.41577613,0,0,1
067acb7468,0.6084218,0,0,1
067b06e131,0.32856905,0,0,1
067b15b18f,0.94707495,1,1,1
067b5c2f82,0.87409854,1,1,1
067b764331,0.9090065,1,1,1
067b77a187,0.59447855,0,0,1
067ba5ac70,0.3649374,0,0,1
067bb0575b,0.24110058,0,0,1
067c0d550e,0.74325573,1,0,0
067c109c99,0.30327696,0,1,0
067c1b1d9c,0.34426823,0,0,1
067c90c693,0.41742593,0,0,1
067c9b8898,0.776783,1,1,1
067cae7b7b,0.7957097,1,1,1
067cb92ee3,0.4045725,0,0,1
067ccb13c9,0.99952465,1,1,1
067d192805,0.7716948,1,0,0
067d306a6b,0.31690794,0,1,0
067d30d687,0.29989046,0,1,0
067d3520f9,0.42277855,0,1,0
067d4e3ebf,0.41598606,0,0,1
067d6ad100,0.3557837,0,0,1
067d7e2a7e,0.40844417,0,0,1
067dbbe228,0.74319476,1,1,1
067dd2fcb6,0.39579275,0,0,1
067de1e843,0.7423843,1,1,1
067e0d0be1,0.24157223,0,0,1
067e258f26,0.3199883,0,0,1
067e51ad97,0.36425993,0,1,0
067e6b7521,0.9999956,1,1,1
067e6c3429,0.4810675,0,1,0
067ee74004,0.69517225,1,0,0
067ef7a313,0.6934767,1,1,1
067f0a9a83,0.44542167,0,0,1
067f389db6,0.9989942,1,1,1
067f3dd9e4,0.75561494,1,0,0
067f502e41,0.88021004,1,1,1
067f789da0,0.78170776,1,1,1
067f92844a,0.81163275,1,1,1
067f986838,0.9999997,1,1,1
067ff25b6a,0.78339314,1,1,1
067ffd5b52,0.6233742,0,0,1
06804cb0e1,0.9897961,1,1,1
06805dd4e9,0.5856902,0,0,1
068076d091,0.43375394,0,1,0
06807fdfbb,0.37744978,0,0,1
06808ac094,0.92959476,1,1,1
0680d1d89d,0.59033775,0,0,1
0680d64555,0.3414511,0,0,1
0680ec50e6,0.5564601,0,1,0
06813fb3cc,0.26830268,0,1,0
06814770a5,0.83069324,1,1,1
06815ea5ee,0.7824822,1,1,1
06816d6863,0.8746704,1,1,1
068184cd72,0.6212582,0,0,1
06818c0eb4,0.4290275,0,0,1
068197684c,0.65271044,1,1,1
0681a0c552,0.42386383,0,1,0
0681c0aec3,0.7104442,1,0,0
0681da38e2,0.7921863,1,1,1
0681f24aef,0.6706749,1,0,0
068205a657,0.25184724,0,0,1
068236e2a9,0.6535614,1,0,0
068237c6a8,0.9676016,1,1,1
06823febf5,0.9970613,1,1,1
06824367c5,0.7374233,1,0,0
06825a7ffb,0.31435376,0,0,1
0682958b14,0.79109,1,1,1
068295b7aa,0.99999624,1,1,1
068299238b,0.56942594,0,0,1
0682a7fe97,0.9692992,1,1,1
0682f3ccad,0.4355422,0,0,1
0683111da3,0.99966466,1,1,1
0683439515,0.39080113,0,0,1
06835681a0,0.7285774,1,0,0
0683a1179d,0.5912636,0,0,1
0683a79dfc,0.32296836,0,0,1
0683aca1ce,0.559141,0,1,0
0683d69f9c,0.81322634,1,1,1
0684106f9e,0.7419834,1,0,0
068441e508,0.23810238,0,0,1
06846335ba,0.6812471,1,0,0
068478e720,1.0,1,1,1
06848a46bc,0.4215559,0,0,1
0684acd851,0.8463147,1,1,1
0684caa89b,0.74501956,1,1,1
0684de2077,0.574639,0,0,1
0684e93541,0.9308462,1,1,1
0684f3dbc6,0.9999991,1,1,1
0684f61633,0.42542097,0,0,1
0685110a14,0.6989612,1,0,0
06851556b7,0.56175244,0,1,0
06857747f1,0.8506216,1,1,1
068589272b,0.36898533,0,0,1
0685c6619b,0.46032786,0,0,1
0685ee7550,0.3887268,0,1,0
068612d773,0.6933429,1,1,1
068666b04f,0.63082373,0,1,0
0686948c28,0.8211551,1,1,1
0686b118ac,0.9997494,1,1,1
0686ba94d7,0.30376774,0,0,1
0686e60afe,0.8721957,1,1,1
0686fd3eaf,0.9963446,1,1,1
0686feda5c,0.79569983,1,1,1
068717d97e,0.41175205,0,1,0
06871b361c,0.35757083,0,1,0
068748e0d8,0.43614063,0,1,0
06874915e3,0.38294196,0,1,0
06874a4d76,0.22872183,0,0,1
068764e2a6,0.5415251,0,0,1
06876df50a,0.6462989,0,0,1
068777eb2c,0.9734396,1,1,1
06877c3b4d,0.99998593,1,1,1
0687cfcbe7,0.7747808,1,1,1
0687dd58d5,0.8904692,1,1,1
0687def348,0.74021924,1,0,0
06880aaeeb,0.3367005,0,0,1
06881337c0,0.9993369,1,1,1
06884ba8f8,0.29179412,0,0,1
0688e0e5d8,0.54760563,0,1,0
0688f84c0b,0.64698344,0,0,1
06892fbf80,0.9623475,1,0,0
0689330f3c,0.59138453,0,0,1
06894eed9d,0.41378227,0,1,0
06897b7dc4,0.4433846,0,0,1
06898d751c,0.22872114,0,0,1
06899692f9,0.8673109,1,1,1
06899a7c66,0.30738133,0,0,1
0689bdf593,0.4298029,0,1,0
0689cecd66,0.8078208,1,1,1
0689e669f5,0.90335655,1,1,1
068a073b08,0.6044381,0,1,0
068a081c2b,0.3985523,0,0,1
068a17ca74,0.729017,1,0,0
068a2552e1,0.43641123,0,0,1
068a482f36,0.43879345,0,1,0
068a5ef210,0.4099544,0,0,1
068a744018,0.7994386,1,0,0
068a88de2a,0.2919566,0,0,1
068ab5db12,0.99999845,1,1,1
068abb4ef5,0.799629,1,0,0
068ad04db7,0.5135165,0,0,1
068af99bf0,0.8215715,1,1,1
068b1ee8af,0.54584867,0,0,1
068b29790b,0.38490978,0,1,0
068b7be6df,0.63312876,0,0,1
068b7d38c3,0.99621403,1,1,1
068b9283b6,0.6598883,1,0,0
068bb4c4c6,0.30836442,0,0,1
068bc7c726,0.99626994,1,1,1
068c201712,0.3729173,0,0,1
068c252d43,0.52446914,0,0,1
068c27657a,0.7126796,1,0,0
068c371a91,0.19249961,0,0,1
068c3f0f45,0.117619544,0,0,1
068c411ce6,0.43180168,0,1,0
068c578e54,0.9970939,1,1,1
068c67683f,0.76376235,1,0,0
068c815b37,0.5296762,0,0,1
068cbd91e6,0.57369804,0,0,1
068cd1b5cb,0.47348294,0,0,1
068d04776e,0.9812056,1,1,1
068d30e25e,0.996112,1,1,1
068d761879,0.9999846,1,1,1
068db5c6c2,0.33087432,0,0,1
068dd001ac,0.8307866,1,0,0
068e32e1b0,0.2660075,0,0,1
068e52817a,0.77206826,1,1,1
068e73116c,0.99877214,1,1,1
068ecd38cb,0.55442077,0,0,1
068ed87569,0.76889706,1,1,1
068ee86aa5,0.7276048,1,0,0
068f477bc3,0.7724077,1,0,0
0690442b17,0.7798299,1,1,1
06904ea0f4,0.37695926,0,0,1
06906ea293,0.36975545,0,0,1
069084841c,0.40711817,0,0,1
069091cabc,0.5601695,0,0,1
06909dc148,0.2567461,0,0,1
0690a2995f,0.40720198,0,0,1
0690b1e869,0.6170813,0,1,0
0690fd371b,0.55734795,0,1,0
06911ff66a,0.7231833,1,1,1
069132e164,0.4313603,0,0,1
0691630ef5,0.4333731,0,0,1
069170fc9d,0.36211294,0,0,1
06917156bc,0.37343025,0,1,0
06918a473d,0.40656468,0,0,1
06919a9ba0,0.9999962,1,1,1
0691c1dabb,0.4571143,0,1,0
0691c5bf84,0.66318977,1,1,1
0691e261d4,0.71961755,1,0,0
0691f4bfba,0.83958364,1,1,1
0691ff8279,0.6848006,1,0,0
069210fd14,0.54299164,0,0,1
0692260c4f,0.5907272,0,0,1
069229d664,0.7530502,1,1,1
06923ef6f7,0.29774666,0,1,0
06925f49b5,0.8305232,1,1,1
06928858f9,0.63151896,0,0,1
069291e3ba,0.6246623,0,0,1
0692a03a2a,0.32121003,0,0,1
0692eb0b97,0.8416711,1,1,1
069331e0ee,0.62404114,0,0,1
069370e5f7,0.70233166,1,1,1
06938c8f6b,0.91521615,1,1,1
06938fde19,0.3942171,0,0,1
0693908a23,0.38126665,0,1,0
0693c92428,0.59470475,0,1,0
0693cf33d1,0.7113167,1,0,0
0693d23aa5,0.9992366,1,1,1
0693e0f142,0.68828523,1,0,0
069403268b,0.43206328,0,0,1
06945ae386,0.31313938,0,0,1
069492974a,0.95619345,1,1,1
0694cd3c3d,0.6036783,0,1,0
0694d9d864,0.6703759,1,0,0
0694db1cfe,0.6658956,1,1,1
069518df69,0.99996173,1,1,1
069527e51d,0.6192421,0,0,1
06953e866d,0.20360038,0,0,1
069558280f,0.68151456,1,1,1
06958b3169,0.4765122,0,0,1
06959b134f,0.5562532,0,0,1
06959d24dd,0.54010147,0,0,1
0695b1d8f4,0.28165105,0,1,0
0695fb207e,0.2850629,0,0,1
069636204e,0.66504574,1,0,0
0696d2928f,0.41831556,0,0,1
069706e3f5,0.9987209,1,1,1
069706fcb1,0.78453827,1,0,0
069708709d,0.7480201,1,1,1
06971ab5f5,0.38763553,0,0,1
069778e5d1,0.5325068,0,0,1
0697e6a652,0.60130525,0,0,1
0697f5aeb2,0.6311991,0,0,1
0698190cd3,0.8690661,1,1,1
0698223809,0.41975355,0,0,1
069823c804,0.91058886,1,1,1
06984245f8,0.69770986,1,0,0
069857df6f,0.35042232,0,0,1
06986c315a,0.41434276,0,0,1
0698786176,0.3227613,0,0,1
06988c94d8,0.81593823,1,0,0
06989ebb1b,0.91503394,1,0,0
0698ae1893,0.67715394,1,1,1
0698b3585c,0.5247953,0,1,0
0698fe86fe,0.65603876,1,0,0
069909ad20,0.7728739,1,0,0
069917a522,0.42035353,0,0,1
06992455f4,0.6284981,0,0,1
06996908b2,0.6945351,1,1,1
06997297d2,0.29941493,0,0,1
0699942b15,0.37352636,0,0,1
0699b18e11,0.9997723,1,1,1
0699b1e422,0.98011106,1,1,1
0699b87095,0.34013924,0,1,0
0699be64dd,0.75498617,1,1,1
0699cf5ab2,0.4413776,0,0,1
069a0860d6,0.97846603,1,1,1
069a49f026,0.97026765,1,1,1
069aa54f88,0.99793303,1,1,1
069ae6546a,0.70489764,1,1,1
069af5ee72,0.7072637,1,0,0
069b014d4a,0.40582258,0,0,1
069b02d283,0.85923487,1,1,1
069b179131,0.99750984,1,1,1
069b1a11b6,0.7112795,1,0,0
069b1eaae5,0.8957612,1,1,1
069b34733b,0.8144256,1,0,0
069b3ecd31,0.70394194,1,1,1
069b4a24f2,0.75202334,1,1,1
069b9ad140,0.51335466,0,0,1
069b9e462d,0.38480982,0,0,1
069bf11990,0.99838364,1,1,1
069c58276e,0.96535337,1,1,1
069c63fe0f,0.3799571,0,0,1
069c6529ee,0.63677764,0,0,1
069c67302a,0.57682717,0,0,1
069ca133a5,0.6509474,1,0,0
069cac06c8,0.5829249,0,0,1
069cb3c5d2,0.4024016,0,1,0
069cc0484d,0.63961035,0,0,1
069cc64feb,0.7965641,1,1,1
069ccb442b,0.69320863,1,1,1
069ce6c175,0.54098946,0,0,1
069d719967,0.8490884,1,1,1
069d961f9f,0.56364775,0,1,0
069d9ada58,0.68167454,1,1,1
069da20c06,0.9997469,1,1,1
069da9e7d8,0.69774044,1,0,0
069db11b7f,0.51483387,0,0,1
069dc7e03e,0.7054249,1,0,0
069ddc66f2,0.99897844,1,1,1
069dddc3c7,0.5457442,0,0,1
069df307d7,0.3371079,0,0,1
069df70dbf,0.3887606,0,0,1
069dfd5e27,0.9985943,1,1,1
069e4a4ec4,0.6574929,1,0,0
069ee84cd4,0.29833895,0,0,1
069ef3af58,0.66115546,1,0,0
069f4a05ba,0.69574225,1,0,0
069f4f8564,0.53002137,0,1,0
069f7dc7dc,0.5180181,0,1,0
069f8543b9,0.9988893,1,1,1
069f894122,0.5655318,0,0,1
069fa216a9,0.3082087,0,0,1
069fbd0be1,0.849457,1,0,0
06a039bf4a,0.6632628,1,0,0
06a04e6399,0.45195898,0,0,1
06a07b8b91,0.9999974,1,1,1
06a07f4cda,0.64450955,0,1,0
06a0f58bca,0.93333805,1,1,1
06a1092e0f,0.775776,1,1,1
06a11bb4cb,0.91264755,1,1,1
06a181bb25,0.99998903,1,1,1
06a19ac3ab,0.66678935,1,0,0
06a1a47e1d,0.30249465,0,0,1
06a1a4b4da,0.67615604,1,1,1
06a1b5e685,0.650954,1,1,1
06a1d0b528,0.99493384,1,1,1
06a200ce72,0.87558246,1,1,1
06a200d26d,0.26946074,0,0,1
06a205d173,0.663312,1,1,1
06a211dcec,0.35772052,0,1,0
06a233445a,0.4536753,0,0,1
06a23eeae8,0.74403477,1,0,0
06a278e4a3,0.54114944,0,0,1
06a28f76ee,0.8838057,1,1,1
